Content,EventTemplate
"10.11.21.139,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2261620","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.0006461","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.0006561","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2188199","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0010579","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
"10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2225499","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0007999","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/ HTTP/1.1"" status: 200 len: 328 time: 0.0009460","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" status: 200 len: 124 time: 0.2223170","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ami HTTP/1.1"" status: 200 len: 119 time: 0.2219629","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.2165668","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/placement/ HTTP/1.1"" status: 200 len: 134 time: 0.0007932","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/placement/availability-zone HTTP/1.1"" status: 200 len: 120 time: 0.0008299","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/local-ipv4 HTTP/1.1"" status: 200 len: 129 time: 0.0008519","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/reservation-id HTTP/1.1"" status: 200 len: 127 time: 0.0009091","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/local-hostname HTTP/1.1"" status: 200 len: 130 time: 0.0008819","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/security-groups HTTP/1.1"" status: 200 len: 123 time: 0.0008359","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/d96a117b-0193-4549-bdcc-63b917273d1d HTTP/1.1"" status: 204 len: 203 time: 0.2549498","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Terminating instance,[instance: <*>] Terminating instance
"10.11.21.139,10.11.10.1 ""GET /latest/meta-data/ami-launch-index HTTP/1.1"" status: 200 len: 117 time: 0.2664881","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Instance destroyed successfully.,[instance: <*>] Instance destroyed successfully.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.3120630","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Deleting instance files /var/lib/nova/instances/d96a117b-0193-4549-bdcc-63b917273d1d_del,[instance: <*>] Deleting instance files <*>
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Deletion of /var/lib/nova/instances/d96a117b-0193-4549-bdcc-63b917273d1d_del complete,[instance: <*>-<*>-<*>-<*>-<*>] Deletion of <*> complete
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Took 1.03 seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2061739","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Took 0.45 seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0934021","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: <*>
HTTP exception thrown: No instances found for any event,HTTP exception thrown: No instances found for any event
Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removable base files: <*>
Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Base or swap file too young to remove: <*>
"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0934131","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Unknown base file: <*>
Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removable base files: <*>
Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Removing base or swap file: <*>
"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5341210","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1934071","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU","[instance: <*>] Attempting claim: memory <*>, disk <*>, vcpus <*> CPU"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Total memory: 64172 MB, used: 512.00 MB","[instance: <*>] Total memory: <*>, used: <*>"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] memory limit: 96258.00 MB, free: 95746.00 MB","[instance: <*>] memory limit: <*>, free: <*>"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Total disk: 15 GB, used: 0.00 GB","[instance: <*>] Total disk: <*>, used: <*>"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] disk limit not specified, defaulting to unlimited","[instance: <*>] disk limit not specified, defaulting to unlimited"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Total vcpu: 16 VCPU, used: 0.00 VCPU","[instance: <*>] Total vcpu: <*> VCPU, used: <*> VCPU"
"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] vcpu limit not specified, defaulting to unlimited","[instance: <*>] vcpu limit not specified, defaulting to unlimited"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Claim successful,[instance: <*>] Claim successful
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1962459","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/d6b7bd36-2943-4363-9235-fffdd89ea40e HTTP/1.1"" status: 200 len: 1708 time: 0.2011390","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Creating image,[instance: <*>] Creating image
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2800210","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2750871","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d96a117b-0193-4549-bdcc-63b917273d1d] VM Stopped (Lifecycle Event),[instance: <*>] VM Stopped (Lifecycle Event)
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2676511","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2587070","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3740301","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2694941","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2681561","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2600908","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2717772","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2747040","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2700670","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2672610","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,Auditing locally available compute resources for node <*>
"Total usable vcpus: 16, total allocated vcpus: 1","Total usable vcpus: <*>, total allocated vcpus: <*>"
Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[],Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=<*>
Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,Compute_service record updated for <*>
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2639382","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2556710","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2704930","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2466712","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] VM Started (Lifecycle Event),[instance: <*>] VM Started (Lifecycle Event)
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] VM Paused (Lifecycle Event),[instance: <*>] VM Paused (Lifecycle Event)
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] During sync_power_state the instance has a pending task (spawning). Skip.,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2686100","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2640181","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2660620","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2591708","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4367440","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2634561","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2727580","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2826021","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
Creating event network-vif-plugged:0b72aca0-102e-4421-8ff3-2902d8353ff0 for instance d6b7bd36-2943-4363-9235-fffdd89ea40e,Creating event network-vif-plugged:<*> for instance <*>
"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.1011631","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] VM Resumed (Lifecycle Event),[instance: <*>] VM Resumed (Lifecycle Event)
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Instance spawned successfully.,[instance: <*>] Instance spawned successfully.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 19.19 seconds to spawn the instance on the hypervisor.,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] During sync_power_state the instance has a pending task (spawning). Skip.,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] VM Resumed (Lifecycle Event),[instance: <*>] VM Resumed (Lifecycle Event)
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 20.05 seconds to build instance.,[instance: <*>] Took <*> seconds to build instance.
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2781398","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2428820","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,image <*> at (<*>): checking
"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>
"10.11.21.140,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2175281","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2332909","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2250240","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.0006189","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0012619","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0032220","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/d6b7bd36-2943-4363-9235-fffdd89ea40e HTTP/1.1"" status: 204 len: 203 time: 0.2511380","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Terminating instance,[instance: <*>] Terminating instance
"10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2314420","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Instance destroyed successfully.,[instance: <*>] Instance destroyed successfully.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.3658569","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Deleting instance files /var/lib/nova/instances/d6b7bd36-2943-4363-9235-fffdd89ea40e_del,[instance: <*>] Deleting instance files <*>
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Deletion of /var/lib/nova/instances/d6b7bd36-2943-4363-9235-fffdd89ea40e_del complete,[instance: <*>-<*>-<*>-<*>-<*>] Deletion of <*> complete
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 1.01 seconds to destroy the instance on the hypervisor.,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Took 0.45 seconds to deallocate network for instance.,[instance: <*>] Took <*> seconds to deallocate network for instance.
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.1959360","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1033430","<*> ""<*> <*> <*>"" status: <*> len: <*> time: <*>"
